Data_Coleta,Hostname,SO,Processador,RAM_Total_GB,RAM_Uso_Percent,Disco_Total_GB,Disco_Livre_GB
08/04/2026 22:09:40,DragonStone,Windows 11,"AMD64 Family 23 Model 24 Stepping 1, AuthenticAMD",15.91,38.3,237.71,109.04
